AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID
696,554,Zeenath Nair,21,F,A1
697,554,Vani Patil,49,F,A2
698,555,Lokesh Rao,44,M,A1
699,556,Kavya Reddy,44,F,A1
700,556,Suresh Gowda,31,M,A2
701,557,Meena Gowda,28,F,A1
702,557,Prakash Fernandes,30,M,A2
703,558,Ullas Setty,31,M,A1
704,559,Roopa Hegde,52,F,A1
705,559,Fatima Sheikh,41,F,A2
706,559,Sunitha Rao,41,F,A3
707,559,Naveen Nair,35,M,A4
708,559,Ayesha Reddy,23,F,A5
709,559,Sunitha Khan,51,F,A6
710,560,Usha Khan,39,F,A1
711,561,Naveen Poojary,41,M,A1
712,562,Manjunath Poojary,23,M,A1
713,562,Zeenath Poojary,28,F,A2
714,562,Raghu Hegde,41,M,A3
715,563,Naveen Sheikh,22,M,A1
716,563,Shwetha Reddy,19,F,A2
717,565,Triveni Patil,51,F,A1
718,566,Vani Poojary,27,F,A1
719,566,Ullas Setty,31,M,A2
720,567,Manjunath Hegde,30,M,A1
721,567,Arjun Kumar,54,M,A2
722,568,Thimmaiah Hegde,38,M,A1
723,568,Sunitha Khan,24,F,A2
724,569,Ullas Patil,21,M,A1
725,569,Santosh Setty,31,M,A2
726,569,Shwetha Sheikh,46,F,A3
727,572,Roopa Khan,35,F,A1
728,572,Shwetha Poojary,53,F,A2
729,572,Puneeth Shetty,49,M,A3
730,572,Raghu Reddy,52,M,A4
731,576,Om Gowda,32,M,A1
732,576,Ullas Khan,28,M,A2
733,577,Ayesha Shetty,44,F,A1
734,578,Vijayalakshmi Reddy,24,F,A1
735,580,Kavya Nair,45,F,A1
736,580,Krishna Naik,37,M,A2
737,581,Santosh Setty,32,M,A1
738,581,Naveen Patil,22,M,A2
739,581,Roopa Sheikh,18,F,A3
740,582,Vinay Nair,25,M,A1
741,583,Vijayalakshmi Achar,27,F,A1
742,583,Arjun Shetty,45,M,A2
743,585,Usha Shetty,26,F,A1
744,585,Usha Khan,37,F,A2
745,585,Triveni Rao,22,F,A3
746,586,Puneeth Patil,25,M,A1
747,587,Puneeth Gowda,28,M,A1
748,587,Santosh Achar,34,M,A2
749,587,Harish Fernandes,34,M,A3
750,587,Shankar Sheikh,18,M,A4
751,588,Naveen Reddy,34,M,A1
752,590,Gopal Khan,21,M,A1
753,591,Prakash Hegde,45,M,A1
754,591,Zeenath Patil,38,F,A2
755,594,Sowmya Khan,23,F,A1
756,595,Iqbal Khan,27,M,A1
757,596,Zameer Nair,46,M,A1
758,596,Ravi Reddy,33,M,A2
759,597,Latha Achar,45,F,A1
760,597,Ullas Fernandes,21,M,A2
761,600,Thimmaiah Gowda,30,M,A1
762,602,Santosh Naik,35,M,A1
763,602,Santosh Naik,35,M,A2
764,606,Roopa Poojary,51,F,A1
765,607,Ullas Kumar,19,M,A1
766,607,Puneeth Setty,18,M,A2
767,607,Triveni Hegde,21,F,A3
768,608,Naveen Reddy,32,M,A1
769,609,Om Patil,32,M,A1
770,611,Kavya Fernandes,46,F,A1
771,611,Nandini Patil,30,F,A2
772,611,Anthony Poojary,26,M,A3
773,611,Nataraj Reddy,23,M,A4
774,613,Raghu Poojary,29,M,A1
775,613,Shankar Nair,42,M,A2
776,614,Vijayalakshmi Patil,37,F,A1
777,614,Puneeth Achar,18,M,A2
778,614,Ayesha Nair,24,F,A3
779,615,Zeenath Achar,43,F,A1
780,617,Kavya Khan,50,F,A1
781,617,Vijayalakshmi Shetty,27,F,A2
782,618,Chandru Gowda,28,M,A1
783,622,Radha Nair,32,F,A1
784,623,Fatima Nair,39,F,A1
785,623,Nandini Poojary,36,F,A2
786,623,Yusuf Shetty,43,M,A3
787,623,Fatima Nair,39,F,A4
788,625,Zeenath Gowda,40,F,A1
789,625,Meena Nair,44,F,A2
790,625,Ullas Setty,32,M,A3
791,625,Ayesha Shetty,44,F,A4
792,625,Lokesh Naik,38,M,A5
793,626,Nataraj Sheikh,24,M,A1
794,626,Yusuf Rao,31,M,A2
795,626,Venkatesh Poojary,49,M,A3
796,626,Manjunath Hegde,28,M,A4
797,627,Shwetha Hegde,30,F,A1
798,627,Iqbal Hegde,42,M,A2
799,627,Basavaraj Patil,50,M,A3
800,627,Chandru Gowda,29,M,A4
801,627,Fatima Shetty,24,F,A5
802,629,Yusuf Khan,54,M,A1
803,630,Sowmya Patil,42,F,A1
804,631,Zameer Nair,39,M,A1
805,632,Sowmya Kumar,43,F,A1
806,632,Anthony Nair,54,M,A2
807,634,Anitha Setty,22,F,A1
808,634,Raghu Shetty,55,M,A2
809,637,Zeenath Sheikh,45,F,A1
810,637,Yamuna Setty,52,F,A2
811,637,Chandru Gowda,28,M,A3
812,637,Shwetha Patil,33,F,A4
813,638,Anthony Poojary,25,M,A1
814,638,Usha Hegde,50,F,A2
815,639,Triveni Setty,46,F,A1
816,640,Ravi Reddy,20,M,A1
817,642,Krishna Hegde,27,M,A1
818,643,Mahesh Sheikh,53,M,A1
819,645,Harish Kumar,27,M,A1
820,646,Thimmaiah Gowda,28,M,A1
821,647,Gopal Shetty,22,M,A1
822,647,Gopal Setty,32,M,A2
823,648,Om Rao,41,M,A1
824,649,Anitha Hegde,47,F,A1
825,649,Sowmya Fernandes,21,F,A2
826,649,Yamuna Rao,52,F,A3
827,649,Radha Patil,23,F,A4
828,650,Deepa Khan,24,F,A1
829,651,Nandini Naik,38,F,A1
830,652,Imran Shetty,48,M,A1
831,652,Anitha Kumar,21,F,A2
832,653,Jagadish Gowda,43,M,A1
833,653,Nataraj Reddy,46,M,A2
834,654,Iqbal Achar,55,M,A1
835,654,Sowmya Fernandes,21,F,A2
836,655,Basavaraj Fernandes,33,M,A1
837,655,Anthony Poojary,25,M,A2
838,655,Zameer Patil,39,M,A3
839,657,Iqbal Sheikh,48,M,A1
840,658,Imran Hegde,18,M,A1
841,658,Sowmya Setty,24,F,A2
842,659,Santosh Setty,32,M,A1
843,660,Shwetha Hegde,43,F,A1
844,661,Suresh Khan,54,M,A1
845,661,Zeenath Nair,22,F,A2
846,663,Shwetha Hegde,43,F,A1
847,663,Radha Kumar,42,F,A2
848,664,Raghu Gowda,55,M,A1
849,664,Yusuf Khan,44,M,A2
850,665,Vinay Achar,41,M,A1
851,666,Manjunath Achar,19,M,A1
852,666,Shankar Fernandes,55,M,A2
853,667,Jagadish Nair,20,M,A1
854,668,Puneeth Reddy,45,M,A1
855,668,Lokesh Kumar,42,M,A2
856,668,Shankar Naik,34,M,A3
857,668,Iqbal Shetty,53,M,A4
858,669,Basavaraj Khan,21,M,A1
859,669,Meena Poojary,39,F,A2
860,670,Ayesha Shetty,43,F,A1
861,670,Deepa Shetty,54,F,A2
862,672,Shwetha Achar,18,F,A1
863,673,Usha Shetty,25,F,A1
864,673,Gopal Naik,23,M,A2
865,673,Sunitha Achar,38,F,A3
866,673,Anitha Nair,32,F,A4
867,673,Anitha Setty,30,F,A5
868,674,Ravi Reddy,33,M,A1
869,677,Vijayalakshmi Shetty,19,F,A1
870,678,Ayesha Kumar,23,F,A1
871,679,Roopa Patil,53,F,A1
872,680,Anitha Gowda,41,F,A1
873,680,Nandini Hegde,52,F,A2
874,681,Vinay Sheikh,55,M,A1
875,682,Nandini Rao,23,F,A1
876,683,Naveen Rao,40,M,A1
877,683,Raghu Nair,41,M,A2
878,683,Harish Kumar,27,M,A3
879,684,Triveni Setty,45,F,A1
880,688,Anitha Achar,34,F,A1
881,689,Lokesh Kumar,42,M,A1
882,689,Om Khan,51,M,A2
883,690,Anitha Setty,41,F,A1
884,690,Shwetha Fernandes,20,F,A2
885,691,Fatima Achar,26,F,A1
886,691,Venkatesh Fernandes,19,M,A2
887,692,Shankar Nair,22,M,A1
888,692,Harish Kumar,28,M,A2
889,693,Kavya Gowda,31,F,A1
890,694,Suresh Khan,34,M,A1
891,694,Imran Rao,19,M,A2
892,694,Harish Hegde,20,M,A3
893,695,Yamuna Achar,30,F,A1
894,695,Shankar Nair,43,M,A2
895,695,Sowmya Shetty,47,F,A3
896,697,Nandini Poojary,36,F,A1
897,698,Sunitha Khan,24,F,A1
898,699,Naveen Poojary,46,M,A1
899,701,Nandini Sheikh,55,F,A1
900,701,Prakash Reddy,22,M,A2
901,702,Roopa Achar,25,F,A1
902,702,Vijayalakshmi Gowda,28,F,A2
903,704,Vani Sheikh,24,F,A1
904,704,Imran Rao,44,M,A2
905,705,Vijayalakshmi Reddy,51,F,A1
906,706,Chandru Nair,20,M,A1
907,707,Radha Fernandes,47,F,A1
908,707,Imran Fernandes,28,M,A2
909,707,Imran Rao,45,M,A3
910,707,Basavaraj Khan,46,M,A4
911,707,Yamuna Rao,55,F,A5
912,711,Imran Naik,44,M,A1
913,713,Yamuna Shetty,31,F,A1
914,715,Yusuf Rao,34,M,A1
915,716,Basavaraj Khan,46,M,A1
916,717,Om Kumar,38,M,A1
917,717,Roopa Kumar,32,F,A2
918,717,Gopal Khan,22,M,A3
919,717,Santosh Naik,35,M,A4
920,718,Ayesha Achar,18,F,A1
921,718,Suresh Poojary,42,M,A2
922,718,Kavya Poojary,50,F,A3
923,721,Triveni Naik,40,F,A1
924,721,Chandru Gowda,30,M,A2
925,722,Gopal Khan,22,M,A1
926,724,Triveni Setty,45,F,A1
927,724,Zeenath Hegde,25,F,A2
928,725,Zameer Rao,34,M,A1
929,725,Vani Reddy,48,F,A2
930,726,Yogesh Nair,29,M,A1
931,727,Vijayalakshmi Khan,51,F,A1
932,728,Thimmaiah Poojary,20,M,A1
933,729,Thimmaiah Gowda,30,M,A1
934,730,Anitha Setty,31,F,A1
935,733,Sunitha Patil,41,F,A1
936,733,Venkatesh Nair,44,M,A2
937,735,Vijayalakshmi Poojary,53,F,A1
938,736,Om Kumar,25,M,A1
939,736,Mahesh Kumar,23,M,A2
940,736,Basavaraj Shetty,24,M,A3
941,736,Meena Nair,44,F,A4
942,738,Ravi Reddy,34,M,A1
943,740,Triveni Poojary,22,F,A1
944,741,Vijayalakshmi Naik,34,F,A1
945,741,Yogesh Hegde,24,M,A2
946,742,Vijayalakshmi Reddy,23,F,A1
947,743,Triveni Poojary,18,F,A1
948,743,Kavya Hegde,25,F,A2
949,746,Zeenath Nair,22,F,A1
950,746,Roopa Achar,25,F,A2
951,747,Fatima Hegde,51,F,A1
952,747,Naveen Reddy,52,M,A2
953,748,Kavya Sheikh,42,F,A1
954,748,Iqbal Sheikh,39,M,A2
955,749,Nataraj Patil,26,M,A1
956,749,Lokesh Sheikh,53,M,A2
957,750,Triveni Poojary,20,F,A1
958,751,Naveen Reddy,54,M,A1
959,751,Vijayalakshmi Reddy,53,F,A2
960,751,Zeenath Nair,38,F,A3
961,752,Anitha Setty,30,F,A1
962,752,Nandini Naik,37,F,A2
963,752,Deepa Gowda,50,F,A3
964,752,Basavaraj Nair,55,M,A4
965,753,Naveen Reddy,29,M,A1
966,753,Nataraj Patil,26,M,A2
967,753,Zameer Poojary,19,M,A3
968,753,Shankar Nair,43,M,A4
969,753,Puneeth Poojary,46,M,A5
970,753,Nataraj Hegde,39,M,A6
971,755,Thimmaiah Gowda,30,M,A1
972,755,Shankar Nair,43,M,A2
973,755,Latha Fernandes,38,F,A3
974,755,Gopal Naik,24,M,A4
975,756,Zeenath Gowda,44,F,A1
976,756,Anitha Setty,31,F,A2
977,756,Ayesha Reddy,24,F,A3
978,758,Kavya Patil,42,F,A1
979,758,Anthony Sheikh,49,M,A2
980,760,Triveni Shetty,31,F,A1
981,761,Sunitha Naik,36,F,A1
982,763,Venkatesh Sheikh,46,M,A1
983,763,Vijayalakshmi Naik,35,F,A2
984,765,Fatima Fernandes,29,F,A1
985,766,Harish Setty,38,M,A1
986,767,Yamuna Patil,47,F,A1
987,767,Harish Poojary,34,M,A2
988,768,Ravi Reddy,35,M,A1
989,768,Gopal Shetty,35,M,A2
990,769,Raghu Patil,26,M,A1
991,769,Latha Kumar,50,F,A2
992,770,Gopal Gowda,48,M,A1
993,770,Fatima Reddy,39,F,A2
994,771,Shwetha Hegde,45,F,A1
995,773,Shwetha Sheikh,52,F,A1
996,774,Zeenath Achar,38,F,A1
997,774,Ullas Setty,32,M,A2
998,776,Om Gowda,46,M,A1
999,782,Chandru Naik,41,M,A1
1000,783,Yamuna Nair,32,F,A1
1001,783,Kavya Gowda,22,F,A2
1002,785,Suresh Achar,23,M,A1
1003,785,Naveen Reddy,34,M,A2
1004,786,Suresh Khan,44,M,A1
1005,787,Ravi Naik,44,M,A1
1006,787,Triveni Rao,38,F,A2
1007,788,Yamuna Achar,29,F,A1
1008,789,Basavaraj Patil,20,M,A1
1009,789,Yusuf Achar,22,M,A2
1010,789,Yamuna Reddy,48,F,A3
1011,790,Shwetha Hegde,41,F,A1
1012,790,Vijayalakshmi Naik,35,F,A2
1013,791,Triveni Khan,25,F,A1
1014,791,Shankar Poojary,22,M,A2
1015,792,Deepa Poojary,21,F,A1
1016,792,Nandini Naik,36,F,A2
1017,793,Santosh Setty,31,M,A1
1018,793,Vani Hegde,19,F,A2
1019,795,Shankar Nair,43,M,A1
1020,796,Ayesha Naik,42,F,A1
1021,796,Ravi Shetty,47,M,A2
1022,796,Yamuna Fernandes,49,F,A3
1023,797,Ravi Shetty,35,M,A1
1024,797,Yogesh Nair,29,M,A2
1025,800,Pooja Fernandes,40,F,A1
1026,800,Harish Kumar,36,M,A2
1027,802,Ayesha Gowda,54,F,A1
1028,802,Vani Sheikh,25,F,A2
1029,803,Imran Poojary,33,M,A1
1030,803,Fatima Setty,40,F,A2
1031,804,Ullas Sheikh,43,M,A1
1032,804,Chandru Gowda,46,M,A2
1033,804,Sowmya Gowda,41,F,A3
1034,804,Venkatesh Achar,32,M,A4
1035,804,Naveen Reddy,33,M,A5
1036,804,Manjunath Nair,38,M,A6
1037,804,Yogesh Gowda,52,M,A7
1038,805,Latha Kumar,28,F,A1
1039,805,Krishna Hegde,26,M,A2
1040,805,Nataraj Patil,25,M,A3
1041,805,Santosh Shetty,29,M,A4
1042,805,Radha Reddy,41,F,A5
1043,806,Puneeth Gowda,46,M,A1
1044,806,Pooja Shetty,24,F,A2
1045,806,Vijayalakshmi Patil,37,F,A3
1046,807,Yogesh Setty,20,M,A1
1047,807,Kavya Patil,39,F,A2
1048,808,Lokesh Khan,30,M,A1
1049,808,Chandru Nair,41,M,A2
1050,809,Yogesh Khan,55,M,A1
1051,811,Meena Kumar,22,F,A1
1052,813,Yusuf Naik,45,M,A1
1053,814,Jagadish Achar,48,M,A1
1054,817,Vani Sheikh,23,F,A1
1055,817,Fatima Nair,41,F,A2
1056,819,Anthony Hegde,50,M,A1
1057,819,Roopa Achar,24,F,A2
1058,820,Shwetha Hegde,41,F,A1
1059,822,Nandini Setty,43,F,A1
1060,823,Vijayalakshmi Naik,34,F,A1
1061,823,Triveni Khan,42,F,A2
1062,825,Vijayalakshmi Reddy,24,F,A1
1063,825,Gopal Kumar,31,M,A2
1064,827,Vinay Fernandes,36,M,A1
1065,828,Naveen Reddy,34,M,A1
1066,828,Deepa Kumar,27,F,A2
1067,828,Triveni Poojary,22,F,A3
1068,828,Anitha Shetty,28,F,A4
1069,828,Shwetha Nair,20,F,A5
1070,829,Ravi Naik,45,M,A1
1071,829,Naveen Achar,51,M,A2
1072,830,Gopal Sheikh,54,M,A1
1073,830,Yusuf Naik,46,M,A2
1074,833,Yamuna Achar,27,F,A1
1075,833,Meena Nair,45,F,A2
1076,835,Radha Kumar,39,F,A1
1077,837,Radha Khan,27,F,A1
1078,838,Anitha Setty,29,F,A1
1079,838,Vijayalakshmi Patil,36,F,A2
1080,838,Shwetha Patil,35,F,A3
1081,842,Gopal Naik,22,M,A1
1082,842,Triveni Poojary,20,F,A2
1083,842,Yusuf Naik,44,M,A3
1084,842,Ravi Poojary,53,M,A4
1085,842,Triveni Fernandes,44,F,A5
1086,843,Ravi Reddy,29,M,A1
1087,844,Om Hegde,30,M,A1
1088,844,Ravi Sheikh,27,M,A2
1089,844,Latha Reddy,39,F,A3
1090,845,Pooja Shetty,28,F,A1
1091,845,Vani Sheikh,23,F,A2
1092,845,Anitha Fernandes,44,F,A3
1093,846,Ravi Reddy,34,M,A1
1094,846,Anitha Kumar,27,F,A2
1095,846,Roopa Achar,25,F,A3
1096,847,Shwetha Shetty,37,F,A1
1097,847,Mahesh Reddy,22,M,A2
1098,847,Yogesh Khan,54,M,A3
1099,848,Yusuf Naik,44,M,A1
1100,849,Vijayalakshmi Reddy,23,F,A1
1101,849,Fatima Fernandes,30,F,A2
1102,850,Chandru Achar,32,M,A1
1103,851,Jagadish Setty,21,M,A1
1104,851,Sunitha Achar,50,F,A2
1105,852,Sowmya Nair,49,F,A1
1106,853,Yogesh Fernandes,33,M,A1
1107,853,Zeenath Nair,37,F,A2
1108,853,Shankar Sheikh,45,M,A3
1109,853,Gopal Naik,22,M,A4
1110,853,Meena Nair,43,F,A5
1111,854,Yogesh Fernandes,41,M,A1
1112,854,Venkatesh Hegde,53,M,A2
1113,857,Vinay Khan,37,M,A1
1114,860,Shwetha Hegde,42,F,A1
1115,863,Meena Nair,43,F,A1
1116,863,Ravi Reddy,33,M,A2
1117,864,Yusuf Achar,47,M,A1
1118,865,Radha Shetty,49,F,A1
1119,865,Deepa Kumar,34,F,A2
1120,865,Pooja Sheikh,36,F,A3
1121,866,Jagadish Hegde,29,M,A1
1122,866,Gopal Khan,21,M,A2
1123,869,Yusuf Naik,46,M,A1
1124,872,Pooja Reddy,18,F,A1
1125,872,Lokesh Kumar,44,M,A2
1126,872,Radha Setty,27,F,A3
1127,873,Triveni Setty,40,F,A1
1128,877,Roopa Setty,55,F,A1
1129,877,Yogesh Fernandes,41,M,A2
1130,878,Jagadish Nair,18,M,A1
1131,878,Manjunath Achar,32,M,A2
1132,879,Vijayalakshmi Patil,36,F,A1
1133,880,Santosh Sheikh,44,M,A1
1134,881,Jagadish Nair,51,M,A1
1135,883,Chandru Setty,45,M,A1
1136,883,Anitha Poojary,45,F,A2
1137,884,Radha Poojary,35,F,A1
1138,884,Anitha Nair,23,F,A2
1139,886,Zeenath Nair,39,F,A1
1140,886,Zeenath Khan,35,F,A2
1141,888,Vani Sheikh,32,F,A1
1142,888,Vijayalakshmi Patil,55,F,A2
1143,888,Puneeth Nair,50,M,A3
1144,889,Ayesha Patil,37,F,A1
1145,889,Prakash Reddy,50,M,A2
1146,889,Manjunath Hegde,28,M,A3
1147,889,Ullas Khan,39,M,A4
1148,890,Gopal Khan,22,M,A1
1149,890,Ravi Naik,44,M,A2
1150,890,Usha Nair,48,F,A3
1151,891,Gopal Naik,24,M,A1
1152,893,Kavya Gowda,22,F,A1
1153,896,Sowmya Rao,24,F,A1
1154,896,Pooja Kumar,45,F,A2
1155,897,Shwetha Patil,48,F,A1
1156,897,Thimmaiah Sheikh,31,M,A2
1157,897,Vijayalakshmi Setty,51,F,A3
1158,897,Kavya Shetty,55,F,A4
1159,898,Radha Sheikh,54,F,A1
1160,898,Latha Khan,49,F,A2
1161,898,Santosh Achar,41,M,A3
1162,898,Radha Reddy,32,F,A4
1163,898,Latha Fernandes,40,F,A5
1164,898,Shwetha Naik,20,F,A6
1165,899,Raghu Rao,31,M,A1
1166,899,Krishna Gowda,43,M,A2
1167,899,Meena Setty,41,F,A3
1168,900,Venkatesh Shetty,27,M,A1
1169,900,Meena Sheikh,19,F,A2
1170,902,Anthony Khan,50,M,A1
1171,905,Fatima Gowda,18,F,A1
1172,905,Shwetha Patil,43,F,A2
1173,905,Harish Kumar,26,M,A3
1174,905,Nataraj Hegde,49,M,A4
1175,906,Anitha Naik,42,F,A1
1176,906,Krishna Nair,53,M,A2
1177,908,Vinay Poojary,42,M,A1
1178,908,Om Naik,54,M,A2
1179,908,Shankar Reddy,22,M,A3
1180,909,Ravi Reddy,25,M,A1
1181,910,Om Kumar,33,M,A1
1182,911,Meena Achar,40,F,A1
1183,913,Suresh Gowda,23,M,A1
1184,914,Fatima Gowda,23,F,A1
1185,915,Nataraj Setty,48,M,A1
1186,916,Vijayalakshmi Poojary,52,F,A1
1187,916,Pooja Fernandes,27,F,A2
1188,917,Zameer Shetty,54,M,A1
1189,917,Suresh Sheikh,30,M,A2
1190,918,Yamuna Sheikh,18,F,A1
1191,918,Jagadish Kumar,37,M,A2
1192,922,Gopal Sheikh,18,M,A1
1193,922,Om Patil,21,M,A2
1194,923,Iqbal Kumar,34,M,A1
1195,923,Zeenath Khan,22,F,A2
1196,924,Basavaraj Rao,46,M,A1
1197,926,Lokesh Gowda,45,M,A1
1198,926,Deepa Poojary,53,F,A2
1199,926,Manjunath Rao,43,M,A3
1200,926,Raghu Shetty,42,M,A4
1201,927,Thimmaiah Reddy,32,M,A1
1202,927,Triveni Naik,45,F,A2
1203,927,Yogesh Reddy,34,M,A3
1204,929,Puneeth Hegde,54,M,A1
1205,929,Yamuna Kumar,21,F,A2
1206,929,Triveni Poojary,34,F,A3
1207,930,Triveni Khan,34,F,A1
1208,931,Meena Khan,46,F,A1
1209,931,Triveni Setty,47,F,A2
1210,932,Shwetha Achar,39,F,A1
1211,934,Yusuf Patil,36,M,A1
1212,937,Yogesh Poojary,18,M,A1
1213,938,Radha Khan,25,F,A1
1214,938,Sunitha Reddy,37,F,A2
1215,939,Ravi Achar,26,M,A1
1216,942,Suresh Khan,26,M,A1
1217,942,Fatima Fernandes,19,F,A2
1218,942,Anitha Reddy,36,F,A3
1219,942,Santosh Rao,20,M,A4
1220,942,Santosh Achar,23,M,A5
1221,943,Prakash Shetty,31,M,A1
1222,944,Basavaraj Hegde,33,M,A1
1223,944,Iqbal Khan,25,M,A2
1224,945,Latha Gowda,30,F,A1
1225,946,Ayesha Patil,24,F,A1
1226,946,Zeenath Rao,23,F,A2
1227,947,Kavya Achar,40,F,A1
1228,947,Manjunath Gowda,36,M,A2
1229,949,Imran Kumar,30,M,A1
1230,950,Anitha Kumar,24,F,A1
1231,950,Zeenath Gowda,40,F,A2
1232,950,Raghu Achar,50,M,A3
1233,952,Yogesh Naik,50,M,A1
1234,952,Yusuf Fernandes,28,M,A2
1235,953,Suresh Shetty,37,M,A1
1236,953,Arjun Naik,26,M,A2
1237,953,Roopa Reddy,37,F,A3
1238,953,Iqbal Setty,42,M,A4
1239,954,Jagadish Nair,21,M,A1
1240,954,Nandini Shetty,30,F,A2
1241,955,Usha Rao,33,F,A1
1242,955,Ayesha Setty,46,F,A2
1243,956,Vinay Naik,37,M,A1
1244,956,Ullas Sheikh,33,M,A2
1245,956,Deepa Kumar,19,F,A3
1246,958,Imran Khan,36,M,A1
1247,959,Vijayalakshmi Poojary,29,F,A1
1248,959,Radha Achar,55,F,A2
1249,960,Shankar Poojary,28,M,A1
1250,960,Lokesh Patil,21,M,A2
1251,961,Usha Shetty,39,F,A1
1252,962,Lokesh Poojary,50,M,A1
1253,963,Basavaraj Khan,21,M,A1
1254,963,Jagadish Fernandes,23,M,A2
1255,964,Radha Reddy,49,F,A1
1256,965,Deepa Poojary,37,F,A1
1257,965,Kavya Kumar,40,F,A2
1258,966,Krishna Gowda,40,M,A1
1259,966,Zeenath Achar,26,F,A2
1260,969,Puneeth Fernandes,40,M,A1
1261,970,Vani Achar,47,F,A1
1262,970,Sowmya Khan,25,F,A2
1263,972,Naveen Khan,28,M,A1
1264,972,Zameer Khan,40,M,A2
1265,973,Triveni Sheikh,29,F,A1
1266,973,Kavya Fernandes,25,F,A2
1267,974,Gopal Rao,45,M,A1
1268,974,Fatima Sheikh,19,F,A2
1269,975,Nandini Setty,50,F,A1
1270,975,Triveni Fernandes,43,F,A2
1271,978,Vijayalakshmi Khan,42,F,A1
1272,978,Yogesh Achar,41,M,A2
1273,979,Krishna Setty,19,M,A1
1274,979,Om Fernandes,52,M,A2
1275,980,Thimmaiah Patil,36,M,A1
1276,980,Triveni Poojary,55,F,A2
1277,980,Sunitha Sheikh,49,F,A3
1278,981,Usha Patil,30,F,A1
1279,983,Yogesh Setty,47,M,A1
1280,983,Shwetha Naik,48,F,A2
1281,984,Radha Reddy,53,F,A1
1282,985,Anitha Reddy,40,F,A1
1283,986,Kavya Rao,46,F,A1
1284,987,Sunitha Rao,39,F,A1
1285,988,Usha Rao,33,F,A1
1286,989,Basavaraj Nair,39,M,A1
1287,989,Puneeth Shetty,26,M,A2
1288,990,Mahesh Gowda,35,M,A1
1289,991,Naveen Nair,25,M,A1
1290,991,Puneeth Gowda,31,M,A2
1291,992,Harish Rao,54,M,A1
1292,992,Roopa Nair,40,F,A2
1293,992,Chandru Shetty,37,M,A3
1294,992,Zameer Nair,21,M,A4
1295,993,Sunitha Khan,48,F,A1
1296,993,Fatima Reddy,48,F,A2
1297,995,Iqbal Hegde,36,M,A1
1298,995,Suresh Naik,35,M,A2
1299,996,Shwetha Kumar,54,F,A1
1300,996,Sunitha Setty,37,F,A2
1301,997,Yusuf Setty,39,M,A1
1302,999,Pooja Reddy,18,F,A1
1303,999,Puneeth Kumar,54,M,A2
1304,999,Vani Khan,46,F,A3
1305,1000,Fatima Sheikh,23,F,A1
1306,1000,Meena Rao,26,F,A2
1307,1001,Krishna Reddy,23,M,A1
1308,1001,Deepa Gowda,54,F,A2
1309,1001,Vani Sheikh,30,F,A3
1310,1002,Pooja Patil,41,F,A1
1311,1002,Deepa Reddy,40,F,A2
1312,1002,Kavya Achar,24,F,A3
1313,1002,Krishna Hegde,49,M,A4
1314,1002,Naveen Kumar,44,M,A5
1315,1003,Pooja Nair,36,F,A1
1316,1003,Sowmya Naik,45,F,A2
1317,1004,Manjunath Gowda,25,M,A1
1318,1004,Latha Achar,35,F,A2
1319,1005,Ullas Kumar,51,M,A1
1320,1005,Ravi Rao,39,M,A2
1321,1006,Meena Reddy,35,F,A1
1322,1006,Prakash Khan,52,M,A2
1323,1007,Sowmya Fernandes,49,F,A1
1324,1007,Gopal Fernandes,52,M,A2
1325,1008,Sowmya Sheikh,28,F,A1
1326,1014,Basavaraj Naik,20,M,A1
1327,1014,Zeenath Kumar,31,F,A2
1328,1016,Shankar Gowda,48,M,A1
1329,1016,Yusuf Poojary,39,M,A2
1330,1021,Fatima Setty,28,F,A1
1331,1022,Latha Rao,33,F,A1
1332,1022,Om Naik,21,M,A2
1333,1023,Lokesh Kumar,21,M,A1
1334,1024,Latha Fernandes,49,F,A1
1335,1024,Deepa Hegde,31,F,A2
1336,1024,Radha Achar,30,F,A3
1337,1025,Gopal Hegde,40,M,A1
1338,1026,Raghu Rao,19,M,A1
1339,1026,Triveni Setty,30,F,A2
1340,1027,Prakash Naik,33,M,A1
1341,1027,Ravi Reddy,29,M,A2
1342,1027,Ravi Rao,19,M,A3
1343,1028,Nandini Nair,31,F,A1
1344,1029,Shwetha Patil,50,F,A1
1345,1029,Ravi Fernandes,37,M,A2
1346,1032,Santosh Sheikh,36,M,A1
1347,1033,Latha Kumar,39,F,A1
1348,1033,Thimmaiah Setty,29,M,A2
1349,1033,Nandini Poojary,21,F,A3
1350,1033,Zameer Kumar,46,M,A4
1351,1034,Om Fernandes,47,M,A1
1352,1034,Nandini Setty,28,F,A2
1353,1035,Iqbal Setty,22,M,A1
1354,1035,Harish Poojary,31,M,A2
1355,1035,Roopa Nair,42,F,A3
1356,1035,Om Poojary,55,M,A4
1357,1036,Santosh Fernandes,23,M,A1
1358,1036,Venkatesh Fernandes,38,M,A2
1359,1038,Anthony Achar,26,M,A1
1360,1039,Triveni Poojary,54,F,A1
1361,1040,Kavya Poojary,43,F,A1
1362,1040,Fatima Reddy,19,F,A2
1363,1040,Deepa Gowda,36,F,A3
1364,1041,Radha Hegde,18,F,A1
1365,1041,Vani Achar,44,F,A2
1366,1042,Vani Fernandes,54,F,A1
1367,1044,Fatima Patil,23,F,A1
1368,1045,Yogesh Fernandes,36,M,A1
1369,1046,Ullas Shetty,38,M,A1
