VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
732,456,Yusuf Rao,43,M,0
733,457,Puneeth Naik,49,M,0
734,458,Vijayalakshmi Achar,63,T,0
735,458,Thimmaiah Khan,56,M,0
736,459,Jagadish Shetty,50,M,0
737,459,Kavya Nair,21,F,0
738,460,Sowmya Reddy,68,F,0
739,460,Pooja Setty,5,F,0
740,461,Harish Kumar,14,M,0
741,461,Usha Patil,26,T,0
742,462,Basavaraj Naik,52,M,0
743,462,Thimmaiah Naik,74,M,0
744,463,Krishna Sheikh,75,M,0
745,463,Usha Poojary,47,T,0
746,464,Yusuf Poojary,51,M,0
747,464,Usha Khan,11,F,0
748,465,Radha Kumar,26,T,0
749,465,Sowmya Naik,26,F,0
750,466,Anitha Gowda,67,F,0
751,466,Puneeth Shetty,69,M,0
752,467,Om Gowda,49,M,0
753,467,Fatima Patil,37,T,0
754,468,Puneeth Rao,18,M,0
755,468,Thimmaiah Setty,10,M,0
756,469,Vani Shetty,18,F,0
757,470,Sunitha Shetty,23,F,0
758,471,Puneeth Shetty,19,M,0
759,471,Latha Naik,40,F,0
760,472,Jagadish Shetty,53,M,0
761,473,Ayesha Khan,69,T,0
762,474,Arjun Khan,69,M,0
763,474,Roopa Kumar,46,F,0
764,475,Vani Achar,25,F,0
765,475,Zeenath Naik,23,F,0
766,476,Shankar Achar,48,M,0
767,477,Deepa Kumar,8,T,0
768,477,Radha Shetty,75,T,0
769,478,Ayesha Reddy,46,T,0
770,478,Yogesh Kumar,10,M,0
771,479,Usha Achar,52,F,0
772,479,Triveni Khan,54,F,0
773,480,Yogesh Reddy,18,M,0
774,480,Sowmya Reddy,47,F,0
775,481,Om Sheikh,53,M,0
776,482,Ayesha Shetty,22,F,0
777,483,Harish Rao,69,M,0
778,484,Ayesha Gowda,70,F,0
779,485,Fatima Khan,29,F,0
780,485,Anitha Reddy,60,T,0
781,486,Harish Nair,45,M,0
782,487,Vijayalakshmi Gowda,68,F,0
783,487,Shankar Rao,33,M,0
784,488,Usha Khan,63,T,0
785,488,Pooja Rao,44,F,0
786,489,Sunitha Rao,51,F,0
787,490,Anthony Hegde,64,M,0
788,491,Roopa Shetty,73,T,0
789,491,Jagadish Naik,69,M,0
790,492,Roopa Naik,51,T,0
791,493,Meena Achar,17,T,0
792,494,Vinay Rao,33,M,0
793,495,Imran Reddy,35,M,0
794,496,Zeenath Sheikh,14,F,0
795,496,Meena Patil,70,F,0
796,497,Pooja Patil,69,T,0
797,498,Roopa Sheikh,23,T,0
798,499,Shwetha Nair,16,F,0
799,500,Radha Reddy,24,F,0
800,500,Fatima Setty,28,F,0
801,501,Zeenath Kumar,75,F,0
802,501,Gopal Setty,49,M,0
803,501,Gopal Sheikh,44,M,0
804,501,Manjunath Poojary,68,M,0
805,502,Shwetha Shetty,57,T,0
806,503,Vani Gowda,58,T,0
807,504,Pooja Kumar,69,F,0
808,505,Yamuna Khan,25,T,0
809,506,Yamuna Khan,46,T,0
810,507,Shwetha Kumar,75,F,0
811,507,Deepa Shetty,32,T,0
812,508,Thimmaiah Sheikh,42,M,0
813,509,Thimmaiah Sheikh,50,M,0
814,509,Meena Nair,29,F,0
815,510,Fatima Achar,30,T,0
816,510,Deepa Kumar,15,F,0
817,511,Latha Kumar,50,F,0
818,511,Suresh Rao,65,M,0
819,512,Yamuna Hegde,15,T,0
820,513,Shankar Kumar,9,M,0
821,514,Gopal Achar,71,M,0
822,515,Santosh Rao,49,M,0
823,516,Krishna Khan,37,M,0
824,517,Sowmya Hegde,58,F,0
825,518,Vani Fernandes,14,F,0
826,518,Vani Reddy,50,F,0
827,518,Radha Achar,35,T,0
828,518,Manjunath Shetty,73,M,0
829,518,Latha Reddy,22,T,0
830,519,Om Poojary,55,M,0
831,520,Jagadish Naik,60,M,0
832,520,Yusuf Gowda,49,M,0
833,521,Latha Hegde,18,F,0
834,521,Yusuf Hegde,22,M,0
835,522,Ravi Hegde,64,M,0
836,522,Zeenath Patil,41,F,0
837,523,Ayesha Rao,73,F,0
838,523,Pooja Kumar,16,F,0
839,524,Basavaraj Khan,9,M,0
840,525,Anitha Gowda,38,T,0
841,525,Harish Khan,61,M,0
842,526,Fatima Setty,37,F,0
843,527,Fatima Sheikh,53,T,0
844,528,Nataraj Fernandes,47,M,0
845,528,Nataraj Gowda,55,M,0
846,528,Vani Shetty,45,T,0
847,528,Mahesh Nair,71,M,0
848,529,Mahesh Kumar,39,M,0
849,529,Manjunath Khan,75,M,0
850,530,Imran Nair,23,M,0
851,530,Ullas Gowda,47,M,0
852,531,Deepa Achar,37,F,0
853,532,Anitha Achar,18,T,0
854,532,Raghu Setty,33,M,0
855,533,Vijayalakshmi Achar,61,F,0
856,534,Mahesh Fernandes,44,M,0
857,534,Sowmya Shetty,68,F,0
858,535,Fatima Hegde,48,T,0
859,536,Raghu Patil,11,M,0
860,536,Radha Reddy,53,T,0
861,537,Arjun Nair,28,M,0
862,538,Pooja Shetty,24,T,0
863,539,Radha Kumar,71,F,0
864,540,Harish Sheikh,60,M,0
865,540,Usha Gowda,29,F,0
866,541,Roopa Rao,15,F,0
867,541,Zeenath Nair,44,F,0
868,542,Sowmya Nair,24,F,0
869,542,Kavya Reddy,24,T,0
870,543,Lokesh Reddy,10,M,0
871,544,Iqbal Nair,48,M,0
872,544,Basavaraj Setty,52,M,0
873,545,Shwetha Kumar,51,F,0
874,545,Ayesha Reddy,55,T,0
875,546,Radha Achar,58,F,0
876,547,Fatima Rao,21,T,0
877,547,Yusuf Shetty,42,M,0
878,548,Anitha Fernandes,46,T,0
879,548,Fatima Reddy,14,T,0
880,549,Meena Khan,51,F,0
881,549,Vani Hegde,38,T,0
882,550,Ullas Shetty,37,M,0
883,550,Usha Nair,14,F,0
884,551,Triveni Achar,35,T,0
885,552,Vijayalakshmi Khan,52,F,0
886,552,Yusuf Setty,61,M,0
887,553,Manjunath Sheikh,18,M,0
888,553,Vijayalakshmi Hegde,9,F,0
889,554,Fatima Khan,29,T,0
890,554,Kavya Kumar,35,T,0
891,555,Arjun Hegde,24,M,0
892,555,Nandini Rao,64,T,0
893,556,Sunitha Gowda,23,F,0
894,556,Yamuna Nair,42,F,0
895,557,Pooja Naik,53,T,0
896,557,Suresh Setty,62,M,0
897,558,Harish Rao,28,M,0
898,559,Imran Nair,9,M,0
899,559,Ravi Hegde,71,M,0
900,559,Iqbal Fernandes,64,M,0
901,560,Pooja Reddy,8,F,0
902,560,Nandini Achar,14,F,0
903,561,Meena Achar,23,F,0
904,561,Radha Fernandes,30,F,0
905,562,Vani Reddy,44,T,0
906,562,Ayesha Rao,55,F,0
907,563,Zameer Shetty,49,M,0
908,564,Ayesha Kumar,72,F,0
909,565,Meena Shetty,27,T,0
910,565,Ayesha Sheikh,16,T,0
911,566,Iqbal Shetty,41,M,0
912,566,Iqbal Nair,24,M,0
913,567,Latha Hegde,44,F,0
914,567,Basavaraj Kumar,10,M,0
915,568,Yusuf Fernandes,74,M,0
916,569,Thimmaiah Gowda,52,M,0
917,570,Radha Khan,27,F,0
918,571,Deepa Sheikh,8,F,0
919,571,Pooja Achar,15,F,0
920,572,Usha Sheikh,50,T,0
921,572,Jagadish Kumar,69,M,0
922,572,Radha Achar,42,T,0
923,572,Santosh Shetty,27,M,0
924,572,Raghu Patil,35,M,0
925,573,Deepa Hegde,10,F,0
926,574,Shankar Reddy,37,M,0
927,574,Triveni Khan,10,T,0
928,575,Latha Shetty,50,T,0
929,576,Anitha Patil,58,T,0
930,577,Lokesh Hegde,66,M,0
931,578,Kavya Sheikh,41,F,0
932,579,Triveni Nair,52,F,0
933,579,Vani Gowda,35,F,0
934,580,Meena Shetty,27,F,0
935,581,Krishna Rao,62,M,0
936,581,Vani Shetty,66,T,0
937,582,Thimmaiah Rao,11,M,0
938,582,Shwetha Sheikh,60,T,0
939,583,Vani Poojary,34,F,0
940,583,Prakash Naik,23,M,0
941,584,Anthony Fernandes,62,M,0
942,584,Shwetha Sheikh,55,F,0
943,585,Fatima Sheikh,61,T,0
944,586,Fatima Reddy,43,T,0
945,586,Imran Nair,74,M,0
946,587,Roopa Reddy,67,T,0
947,588,Puneeth Nair,6,M,0
948,589,Pooja Hegde,59,F,0
949,589,Basavaraj Naik,33,M,0
950,590,Vinay Achar,27,M,0
951,590,Naveen Naik,23,M,0
952,591,Sowmya Hegde,36,F,0
953,591,Arjun Rao,43,M,0
954,592,Anitha Gowda,39,T,0
955,593,Shwetha Hegde,18,T,0
956,594,Shwetha Khan,24,T,0
957,594,Zeenath Nair,38,T,0
958,595,Zeenath Achar,75,F,0
959,595,Venkatesh Sheikh,41,M,0
960,596,Iqbal Nair,16,M,0
961,596,Sunitha Gowda,20,F,0
962,597,Yusuf Naik,22,M,0
963,598,Radha Hegde,10,T,0
964,599,Vijayalakshmi Poojary,60,T,0
965,600,Pooja Sheikh,71,F,0
966,601,Raghu Kumar,5,M,0
967,602,Thimmaiah Khan,13,M,0
968,602,Ayesha Patil,49,T,0
969,603,Prakash Achar,53,M,0
970,604,Nandini Fernandes,22,F,0
971,605,Triveni Setty,73,T,0
972,605,Nandini Rao,68,F,0
973,606,Pooja Khan,43,T,0
974,607,Latha Sheikh,62,F,0
975,608,Roopa Nair,43,T,0
976,608,Kavya Kumar,46,F,0
977,609,Ayesha Setty,68,T,0
978,610,Anitha Patil,11,F,0
979,610,Iqbal Sheikh,71,M,0
980,611,Gopal Gowda,49,M,0
981,611,Ullas Patil,73,M,0
982,611,Sunitha Shetty,26,T,0
983,611,Roopa Reddy,29,T,0
984,611,Sunitha Fernandes,46,F,0
985,612,Anitha Nair,74,F,0
986,613,Vijayalakshmi Naik,47,T,0
987,613,Puneeth Achar,9,M,0
988,614,Nandini Sheikh,10,T,0
989,615,Triveni Achar,70,T,0
990,616,Pooja Reddy,67,F,0
991,617,Triveni Achar,30,F,0
992,617,Usha Gowda,63,F,0
993,618,Roopa Naik,13,T,0
994,619,Roopa Rao,5,T,0
995,619,Sunitha Gowda,68,T,0
996,620,Ayesha Gowda,55,F,0
997,620,Anitha Khan,71,T,0
998,621,Krishna Kumar,58,M,0
999,622,Roopa Nair,41,F,0
1000,623,Puneeth Fernandes,66,M,0
1001,624,Naveen Achar,36,M,0
1002,625,Sunitha Poojary,34,F,0
1003,625,Harish Setty,45,M,0
1004,626,Manjunath Kumar,35,M,0
1005,627,Zameer Shetty,63,M,0
1006,628,Iqbal Rao,22,M,0
1007,629,Vijayalakshmi Naik,61,F,0
1008,629,Shwetha Khan,34,T,0
1009,630,Meena Hegde,37,F,0
1010,630,Harish Reddy,7,M,0
1011,631,Sowmya Naik,33,F,0
1012,632,Vani Hegde,33,T,0
1013,632,Anitha Kumar,72,F,0
1014,633,Roopa Rao,61,T,0
1015,633,Jagadish Hegde,58,M,0
1016,634,Basavaraj Rao,21,M,0
1017,635,Triveni Setty,11,T,0
1018,636,Imran Gowda,43,M,0
1019,637,Fatima Patil,48,T,0
1020,638,Venkatesh Fernandes,50,M,0
1021,639,Om Poojary,67,M,0
1022,639,Zameer Fernandes,74,M,0
1023,640,Anitha Shetty,5,T,0
1024,641,Vani Shetty,21,T,0
1025,641,Deepa Reddy,48,F,0
1026,642,Jagadish Sheikh,5,M,0
1027,642,Shwetha Shetty,37,T,0
1028,643,Venkatesh Gowda,19,M,0
1029,644,Deepa Shetty,25,T,0
1030,644,Latha Rao,56,F,0
1031,645,Kavya Fernandes,43,F,0
1032,646,Yamuna Naik,57,T,0
1033,647,Anitha Sheikh,5,T,0
1034,648,Nandini Khan,68,T,0
1035,649,Meena Hegde,16,T,0
1036,649,Sowmya Achar,68,F,0
1037,650,Kavya Achar,26,T,0
1038,650,Pooja Patil,49,T,0
1039,651,Deepa Setty,21,F,0
1040,652,Pooja Reddy,67,T,0
1041,652,Usha Sheikh,21,T,0
1042,653,Shwetha Nair,5,T,0
1043,653,Venkatesh Khan,6,M,0
1044,654,Roopa Poojary,49,F,0
1045,655,Lokesh Shetty,5,M,0
1046,656,Latha Shetty,31,T,0
1047,657,Nandini Sheikh,14,T,0
1048,657,Harish Patil,68,M,0
1049,658,Radha Khan,46,T,0
1050,658,Nandini Hegde,57,F,0
1051,659,Shwetha Achar,44,F,0
1052,660,Ayesha Gowda,44,T,0
1053,660,Basavaraj Gowda,28,M,0
1054,661,Sowmya Setty,51,T,0
1055,661,Fatima Gowda,31,F,0
1056,662,Roopa Achar,11,T,0
1057,663,Santosh Patil,22,M,0
1058,664,Pooja Naik,67,F,0
1059,665,Vani Setty,64,T,0
1060,666,Ravi Sheikh,40,M,0
1061,666,Vani Poojary,26,F,0
1062,667,Zeenath Achar,66,T,0
1063,667,Zeenath Poojary,49,T,0
1064,668,Yusuf Kumar,42,M,0
1065,669,Manjunath Khan,53,M,0
1066,670,Ayesha Khan,22,F,0
1067,670,Arjun Rao,56,M,0
1068,671,Vijayalakshmi Hegde,34,F,0
1069,672,Sowmya Khan,33,F,0
1070,673,Harish Rao,47,M,0
1071,674,Nandini Naik,74,F,0
1072,674,Ayesha Naik,35,F,0
1073,675,Zeenath Khan,25,T,0
1074,676,Triveni Poojary,45,F,0
1075,677,Roopa Naik,40,F,0
1076,677,Fatima Khan,5,F,0
1077,678,Ullas Setty,8,M,0
1078,678,Latha Patil,5,F,0
1079,679,Nandini Gowda,71,T,0
1080,679,Anitha Rao,15,T,0
1081,680,Nataraj Khan,72,M,0
1082,680,Vijayalakshmi Poojary,24,F,0
1083,681,Prakash Kumar,43,M,0
1084,682,Nandini Kumar,58,T,0
1085,683,Vani Patil,19,T,0
1086,684,Zeenath Rao,42,F,0
1087,684,Yamuna Shetty,17,F,0
1088,685,Mahesh Poojary,47,M,0
1089,685,Radha Achar,69,T,0
1090,686,Venkatesh Achar,42,M,0
1091,686,Zeenath Achar,37,F,0
1092,686,Sowmya Kumar,56,F,0
1093,687,Suresh Achar,54,M,0
1094,688,Zeenath Poojary,58,T,0
1095,689,Latha Achar,73,F,0
1096,689,Yogesh Hegde,53,M,0
1097,690,Latha Rao,27,F,0
1098,690,Kavya Achar,64,T,0
1099,691,Latha Kumar,33,F,0
1100,691,Nandini Achar,36,F,0
1101,692,Raghu Achar,52,M,0
1102,693,Yogesh Khan,46,M,0
1103,693,Deepa Reddy,58,T,0
1104,694,Radha Poojary,18,F,0
1105,694,Sunitha Setty,71,F,0
1106,695,Lokesh Nair,56,M,0
1107,695,Latha Kumar,36,T,0
1108,696,Shwetha Hegde,47,F,0
1109,696,Santosh Kumar,24,M,0
1110,697,Kavya Khan,35,T,0
1111,698,Shwetha Patil,61,T,0
1112,698,Mahesh Hegde,23,M,0
1113,699,Kavya Patil,43,T,0
1114,700,Deepa Khan,72,F,0
1115,701,Deepa Shetty,30,F,0
1116,701,Roopa Shetty,20,F,0
1117,702,Puneeth Setty,41,M,0
1118,702,Latha Achar,6,T,0
1119,703,Fatima Kumar,51,F,0
1120,704,Vani Achar,45,T,0
1121,704,Deepa Fernandes,35,T,0
1122,705,Raghu Gowda,71,M,0
1123,705,Harish Gowda,56,M,0
1124,706,Imran Achar,60,M,0
1125,707,Nataraj Hegde,26,M,0
1126,708,Ullas Hegde,49,M,0
1127,708,Ullas Hegde,73,M,0
1128,709,Gopal Naik,22,M,0
1129,710,Santosh Poojary,67,M,0
1130,710,Mahesh Setty,56,M,0
1131,711,Vijayalakshmi Gowda,59,T,0
1132,712,Vijayalakshmi Patil,6,T,0
1133,712,Gopal Rao,63,M,0
1134,713,Vani Rao,26,T,0
1135,714,Yusuf Reddy,55,M,0
1136,714,Vijayalakshmi Nair,67,F,0
1137,715,Kavya Shetty,52,T,0
1138,715,Latha Rao,28,F,0
1139,716,Shankar Hegde,54,M,0
1140,716,Venkatesh Reddy,73,M,0
1141,717,Usha Hegde,24,T,0
1142,717,Chandru Naik,61,M,0
1143,717,Sunitha Hegde,32,T,0
1144,718,Anitha Nair,44,T,0
1145,718,Raghu Achar,54,M,0
1146,719,Nandini Naik,25,T,0
1147,720,Fatima Achar,53,F,0
1148,721,Anitha Achar,5,T,0
1149,722,Shwetha Fernandes,24,T,0
1150,722,Ravi Shetty,38,M,0
1151,723,Sowmya Patil,38,T,0
1152,724,Puneeth Nair,58,M,0
1153,725,Imran Khan,13,M,0
1154,726,Yamuna Sheikh,17,T,0
1155,726,Fatima Naik,17,F,0
1156,727,Kavya Hegde,53,F,0
1157,728,Lokesh Gowda,29,M,0
1158,728,Ayesha Sheikh,41,F,0
1159,729,Ravi Patil,70,M,0
1160,730,Vani Naik,7,T,0
1161,731,Yogesh Achar,29,M,0
1162,731,Chandru Shetty,55,M,0
1163,732,Arjun Khan,48,M,0
1164,732,Shwetha Shetty,30,T,0
1165,733,Yamuna Sheikh,23,F,0
1166,733,Raghu Kumar,28,M,0
1167,734,Latha Khan,59,F,0
1168,735,Krishna Hegde,31,M,0
1169,735,Zeenath Nair,51,T,0
1170,736,Ayesha Khan,57,T,0
1171,737,Vani Sheikh,29,F,0
1172,738,Ayesha Patil,17,T,0
1173,738,Santosh Shetty,18,M,0
1174,739,Deepa Nair,56,F,0
1175,740,Zameer Kumar,33,M,0
1176,741,Santosh Fernandes,5,M,0
1177,742,Nandini Shetty,72,F,0
1178,743,Anitha Gowda,70,T,0
1179,744,Mahesh Sheikh,11,M,0
1180,744,Sunitha Patil,8,F,0
1181,745,Pooja Naik,55,T,0
1182,745,Shwetha Gowda,62,T,0
1183,746,Pooja Gowda,20,F,0
1184,747,Vinay Poojary,21,M,0
1185,747,Santosh Reddy,66,M,0
1186,748,Zeenath Kumar,60,T,0
1187,749,Sowmya Patil,58,F,0
1188,750,Fatima Rao,20,T,0
1189,751,Sunitha Gowda,73,T,0
1190,751,Raghu Shetty,35,M,0
1191,752,Suresh Shetty,30,M,0
1192,753,Prakash Patil,6,M,0
1193,753,Deepa Khan,41,T,0
1194,753,Kavya Khan,58,F,0
1195,753,Vijayalakshmi Naik,38,T,0
1196,753,Radha Khan,20,T,0
1197,754,Nandini Setty,32,T,0
1198,755,Pooja Hegde,11,F,0
1199,755,Kavya Gowda,29,T,0
1200,755,Zeenath Setty,24,T,0
1201,755,Meena Kumar,10,T,0
1202,756,Anitha Achar,24,T,0
1203,757,Vani Fernandes,67,T,0
1204,757,Roopa Sheikh,17,F,0
1205,758,Zeenath Hegde,70,F,0
1206,759,Venkatesh Shetty,13,M,0
1207,759,Usha Poojary,30,T,0
1208,760,Yogesh Poojary,23,M,0
1209,761,Fatima Fernandes,64,F,0
1210,761,Zeenath Sheikh,49,T,0
1211,762,Arjun Gowda,40,M,0
1212,763,Sowmya Hegde,7,T,0
1213,763,Sunitha Achar,67,T,0
1214,764,Prakash Khan,60,M,0
1215,765,Vani Khan,43,T,0
1216,766,Vani Sheikh,49,F,0
1217,766,Ayesha Naik,72,F,0
1218,767,Deepa Hegde,73,T,0
1219,767,Latha Poojary,56,T,0
1220,768,Krishna Achar,59,M,0
1221,769,Anthony Naik,21,M,0
1222,770,Iqbal Shetty,65,M,0
1223,771,Triveni Kumar,29,T,0
1224,772,Deepa Achar,57,F,0
1225,773,Thimmaiah Kumar,17,M,0
1226,774,Venkatesh Sheikh,66,M,0
1227,774,Puneeth Achar,24,M,0
1228,775,Lokesh Khan,16,M,0
1229,775,Latha Achar,6,F,0
1230,776,Santosh Achar,10,M,0
1231,777,Anitha Poojary,74,F,0
1232,777,Nandini Poojary,20,F,0
1233,777,Fatima Shetty,9,F,0
1234,778,Vijayalakshmi Gowda,9,F,0
1235,779,Anitha Hegde,8,F,0
1236,780,Nandini Khan,11,T,0
1237,781,Meena Poojary,24,F,0
1238,782,Radha Fernandes,6,F,0
1239,783,Shankar Sheikh,47,M,0
1240,784,Pooja Sheikh,10,T,0
1241,784,Imran Poojary,42,M,0
1242,785,Fatima Patil,66,T,0
1243,786,Radha Reddy,39,T,0
1244,787,Sowmya Hegde,55,T,0
1245,787,Zameer Rao,13,M,0
1246,788,Kavya Rao,32,T,0
1247,789,Puneeth Sheikh,29,M,0
1248,790,Usha Kumar,75,F,0
1249,791,Prakash Reddy,68,M,0
1250,792,Anitha Achar,67,F,0
1251,792,Sowmya Setty,33,T,0
1252,793,Sowmya Nair,71,T,0
1253,794,Pooja Hegde,36,F,0
1254,795,Yusuf Achar,64,M,0
1255,795,Ravi Achar,30,M,0
1256,796,Anitha Kumar,33,F,0
1257,797,Nandini Setty,40,F,0
1258,798,Meena Sheikh,26,F,0
1259,799,Vinay Gowda,30,M,0
1260,799,Prakash Sheikh,18,M,0
1261,800,Sowmya Sheikh,13,T,0
1262,800,Latha Hegde,59,T,0
1263,801,Naveen Shetty,28,M,0
1264,801,Basavaraj Fernandes,13,M,0
1265,802,Roopa Rao,8,T,0
1266,803,Meena Kumar,8,T,0
1267,804,Zeenath Hegde,31,F,0
1268,804,Triveni Gowda,47,T,0
1269,804,Radha Gowda,7,T,0
1270,805,Radha Naik,63,T,0
1271,805,Basavaraj Achar,5,M,0
1272,806,Sowmya Fernandes,42,F,0
1273,806,Nataraj Sheikh,66,M,0
1274,807,Sowmya Hegde,28,F,0
1275,808,Pooja Setty,5,T,0
1276,808,Imran Setty,59,M,0
1277,809,Usha Reddy,16,T,0
1278,810,Shwetha Khan,26,F,0
1279,810,Meena Kumar,49,F,0
1280,811,Usha Setty,56,F,0
1281,811,Kavya Sheikh,12,T,0
1282,812,Pooja Reddy,42,F,0
1283,812,Zeenath Khan,51,T,0
1284,813,Vani Reddy,19,F,0
1285,813,Usha Patil,22,T,0
1286,814,Sowmya Shetty,17,T,0
1287,815,Roopa Nair,11,T,0
1288,815,Radha Sheikh,42,T,0
1289,816,Harish Kumar,58,M,0
1290,817,Ayesha Fernandes,75,F,0
1291,818,Ullas Gowda,52,M,0
1292,818,Ayesha Naik,59,T,0
1293,819,Shwetha Rao,51,T,0
1294,820,Iqbal Naik,11,M,0
1295,821,Yogesh Hegde,54,M,0
1296,822,Suresh Kumar,64,M,0
1297,822,Ayesha Patil,30,T,0
1298,823,Roopa Naik,65,F,0
1299,824,Yogesh Naik,54,M,0
1300,825,Deepa Reddy,10,F,0
1301,825,Gopal Rao,23,M,0
1302,826,Vinay Kumar,61,M,0
1303,827,Yamuna Kumar,49,T,0
1304,828,Sunitha Rao,75,T,0
1305,829,Deepa Khan,72,T,0
1306,830,Anitha Reddy,30,T,0
1307,831,Roopa Kumar,69,F,0
1308,831,Zeenath Naik,73,T,0
1309,832,Harish Hegde,68,M,0
1310,832,Nandini Hegde,24,T,0
1311,833,Puneeth Setty,20,M,0
1312,833,Manjunath Rao,18,M,0
1313,834,Kavya Nair,22,T,0
1314,834,Naveen Khan,40,M,0
1315,835,Vani Fernandes,26,F,0
1316,835,Shankar Hegde,34,M,0
1317,836,Ullas Hegde,66,M,0
1318,836,Fatima Shetty,46,T,0
1319,837,Pooja Nair,48,T,0
1320,838,Suresh Khan,17,M,0
1321,838,Yamuna Naik,31,T,0
1322,839,Jagadish Sheikh,23,M,0
1323,839,Puneeth Gowda,53,M,0
1324,840,Shankar Naik,59,M,0
1325,841,Deepa Rao,25,F,0
1326,842,Roopa Gowda,20,F,0
1327,842,Fatima Kumar,62,T,0
1328,842,Ravi Naik,48,M,0
1329,842,Triveni Achar,49,T,0
1330,842,Sunitha Setty,62,T,0
1331,843,Latha Patil,45,T,0
1332,844,Vijayalakshmi Hegde,23,T,0
1333,845,Yamuna Fernandes,18,T,0
1334,846,Sunitha Naik,46,F,0
1335,847,Meena Poojary,72,F,0
1336,847,Ayesha Setty,64,T,0
1337,848,Kavya Fernandes,14,F,0
1338,849,Raghu Poojary,30,M,0
1339,850,Yogesh Rao,39,M,0
1340,851,Iqbal Khan,16,M,0
1341,851,Arjun Sheikh,35,M,0
1342,852,Pooja Patil,18,F,0
1343,852,Manjunath Setty,10,M,0
1344,853,Harish Naik,74,M,0
1345,854,Ayesha Setty,26,F,0
1346,854,Fatima Naik,71,F,0
1347,855,Radha Shetty,58,T,0
1348,856,Deepa Rao,47,F,0
1349,857,Nandini Fernandes,65,T,0
1350,857,Raghu Naik,21,M,0
1351,858,Zeenath Poojary,9,F,0
1352,859,Suresh Sheikh,42,M,0
1353,860,Deepa Sheikh,26,F,0
1354,860,Vani Sheikh,13,F,0
1355,861,Raghu Reddy,51,M,0
1356,861,Arjun Setty,71,M,0
1357,862,Meena Rao,40,T,0
1358,863,Naveen Setty,70,M,0
1359,864,Kavya Reddy,13,F,0
1360,865,Thimmaiah Nair,59,M,0
1361,865,Roopa Shetty,64,F,0
1362,866,Fatima Khan,49,F,0
1363,867,Prakash Nair,12,M,0
1364,867,Pooja Sheikh,62,F,0
1365,868,Suresh Gowda,45,M,0
1366,869,Ayesha Hegde,31,F,0
1367,869,Vani Reddy,20,T,0
1368,870,Suresh Shetty,43,M,0
1369,871,Raghu Fernandes,27,M,0
1370,871,Roopa Fernandes,54,T,0
1371,872,Prakash Achar,64,M,0
1372,873,Meena Sheikh,67,T,0
1373,873,Raghu Rao,47,M,0
1374,874,Vijayalakshmi Gowda,26,F,0
1375,875,Shwetha Poojary,67,T,0
1376,875,Arjun Gowda,64,M,0
1377,876,Deepa Poojary,63,F,0
1378,876,Sowmya Khan,17,F,0
1379,877,Latha Nair,10,T,0
1380,878,Mahesh Rao,64,M,0
1381,878,Harish Poojary,45,M,0
1382,879,Iqbal Khan,63,M,0
1383,879,Vijayalakshmi Fernandes,60,F,0
1384,880,Latha Achar,17,F,0
1385,880,Vani Setty,22,F,0
1386,881,Nandini Achar,60,T,0
1387,881,Basavaraj Poojary,70,M,0
1388,882,Nandini Khan,26,T,0
1389,882,Yamuna Nair,22,T,0
1390,883,Roopa Sheikh,24,T,0
1391,883,Suresh Kumar,61,M,0
1392,884,Arjun Poojary,5,M,0
1393,885,Shwetha Setty,35,T,0
1394,886,Deepa Patil,6,T,0
1395,886,Yogesh Rao,55,M,0
1396,887,Deepa Patil,19,T,0
1397,887,Yogesh Patil,10,M,0
1398,888,Yamuna Hegde,47,F,0
1399,888,Meena Khan,47,F,0
1400,889,Triveni Hegde,45,T,0
1401,889,Vijayalakshmi Sheikh,39,F,0
1402,890,Usha Shetty,27,F,0
1403,890,Chandru Hegde,53,M,0
1404,890,Nandini Patil,55,T,0
1405,890,Puneeth Naik,12,M,0
1406,891,Yamuna Achar,15,F,0
1407,891,Sunitha Gowda,41,T,0
1408,892,Roopa Gowda,59,F,0
1409,893,Roopa Achar,70,F,0
1410,894,Radha Naik,72,F,0
1411,895,Anitha Kumar,47,T,0
1412,896,Arjun Setty,46,M,0
1413,896,Usha Khan,29,F,0
1414,897,Deepa Rao,52,T,0
1415,897,Yamuna Gowda,42,F,0
1416,897,Fatima Achar,50,F,0
1417,897,Shwetha Naik,51,F,0
1418,897,Yogesh Patil,8,M,0
1419,898,Radha Poojary,57,F,0
1420,898,Triveni Reddy,15,F,0
1421,898,Thimmaiah Hegde,56,M,0
1422,899,Yusuf Hegde,5,M,0
1423,899,Basavaraj Khan,55,M,0
1424,900,Ayesha Patil,61,T,0
1425,900,Kavya Setty,67,F,0
1426,901,Pooja Shetty,28,F,0
1427,902,Manjunath Gowda,28,M,0
1428,903,Fatima Shetty,74,F,0
1429,904,Triveni Fernandes,32,F,0
1430,905,Gopal Reddy,14,M,0
1431,905,Vijayalakshmi Achar,30,T,0
1432,906,Shwetha Achar,59,F,0
1433,907,Lokesh Shetty,30,M,0
1434,908,Nataraj Rao,54,M,0
1435,908,Usha Reddy,17,T,0
1436,909,Shwetha Kumar,41,F,0
1437,910,Puneeth Naik,40,M,0
1438,911,Meena Naik,20,F,0
1439,911,Deepa Patil,65,F,0
1440,912,Sunitha Achar,15,T,0
1441,913,Pooja Shetty,21,T,0
1442,913,Jagadish Poojary,30,M,0
